plan,E_cost,E_shed_MWh,CVaR95,worst_cost,viol_prob,E_Vmin
DET,1280.66264005087,0,1298.72105780358,1310.34869512558,0,0.899999999999999
SAA,1280.86260053123,0.000430135345986275,1298.72105780358,1310.34869512558,0,0.899999999999999
DRO,1280.86260053123,0.000430135345986275,1298.72105780358,1310.34869512558,0,0.899999999999999
