plan,E_cost,E_shed_MWh,CVaR95,worst_cost,viol_prob,E_Vmin
DET,1280.54024687287,0,1296.2751848219,1305.6520038157,0,0.899999999999999
SAA,1280.70218651928,0.000348348662282838,1296.2751848219,1305.6520038157,0,0.899999999999999
DRO,1280.70218651928,0.000348348662282838,1296.2751848219,1305.6520038157,0,0.899999999999999
