plan,E_cost,E_shed_MWh,CVaR95,worst_cost,viol_prob,E_Vmin
DET,1741.90507972177,0.856645408772526,1800.34827842472,1815.02074918618,0,0.899999999999999
SAA,1742.36743259384,0.853240757170936,1802.39337909012,1817.06584985157,0,0.899999999999999
DRO,1742.36743259384,0.853240757170935,1802.39337909012,1817.06584985157,0,0.899999999999999
