plan,E_cost,E_shed_MWh,CVaR95,worst_cost,viol_prob,E_Vmin
DET,1280.8335667072,0,1292.14306311915,1296.0108645575,0,0.899999999999999
SAA,1280.8335667072,0,1292.14306311915,1296.0108645575,0,0.899999999999999
DRO,1280.92738824067,0.000201819668005937,1292.14306311915,1296.0108645575,0,0.899999999999999
