pen,obj_fixed,obj_released,vroot_fixed,vroot_released,vmin_ac_fixed,vmin_ac_released,load_fixed,load_released
0.5,1636.26410312805,1636.25996098253,1,1.00001166174968,0.896040225984448,0.896026781749412,94.1425660410808,94.1866319228953
1,1450.96049970472,1450.96049970472,1,0.997415794652406,0.897272077265836,0.898873515539944,91.5595440318675,91.5595440318675
1.5,1265.66103842692,1265.66103842692,1,0.999585933150065,0.900937125664597,0.896540695644614,88.9422716006396,92.6212027254718
2,1089.88213507542,1089.88213507542,1,0.996225747183078,0.898705594565885,0.900384394011067,87.9216486413249,87.9216486413249
2.5,1023.21939512441,1023.21939512441,1,0.997032207153685,0.902361668107164,0.899420273984415,85.930391474968,85.930391474968
