pen,cost_lin_model,cost_socp_model,cost_lin_ac,cost_socp_ac,gap_lin,gap_socp,shed_lin,shed_socp,socp_time_s
0.8,1525.08028421585,1413.19878359608,1611.72163866424,1661.27019373542,86.6413544483921,248.071410139332,0,1.49944383309349e-06,5.3298798
1.5,1265.66103842692,1129.85652121406,1344.50801684996,1393.40823982058,78.8469784230365,263.551718606514,0,1.1763274059521e-07,6.7478725
2.5,1023.15894286625,767.962382034319,1104.36985133997,1027.94132719272,81.2109084737131,259.978945158398,0,1.15040913869698e-07,6.9035079
