plan,E_cost,E_shed_MWh,CVaR95,worst_cost,viol_prob,E_Vmin
DET,1280.34873513192,0,1303.44650095781,1310.59195108187,0,0.899999999999999
SAA,1280.54460815303,0.000421342805120943,1303.85895469279,1310.59195108187,0,0.899999999999999
DRO,1280.54460815303,0.000421342805120943,1303.85895469279,1310.59195108187,0,0.899999999999999
