plan,E_cost,E_shed_MWh,CVaR95,worst_cost,viol_prob,E_Vmin
DET,1370.31567645792,0.0747024363455812,1417.48558873807,1432.15805949952,1,0.832407904542262
SAA,1376.23956897508,0.0825984494952555,1426.43552924575,1441.1080000072,1,0.832407904542262
DRO,1376.23956897508,0.0825984494952555,1426.43552924575,1441.1080000072,1,0.832407904542262
